year,life_exp,gdp_per_capita,health_exp_gdp,health_exp_percap,pm25,urban_pop_pct,pop_65_plus_pct,unemployment,med_beds,infant_mortality,total_fertility,life_exp_next_year,gdp_per_capita_lag1,health_exp_gdp_lag1,health_exp_percap_lag1,pm25_lag1,urban_pop_pct_lag1,pop_65_plus_pct_lag1,unemployment_lag1,med_beds_lag1,infant_mortality_lag1,total_fertility_lag1,gdp_per_capita_pct_change,health_exp_gdp_pct_change,health_exp_percap_pct_change,pm25_pct_change,urban_pop_pct_pct_change,pop_65_plus_pct_pct_change,unemployment_pct_change,med_beds_pct_change,infant_mortality_pct_change,total_fertility_pct_change
1995,-1.6747726146165305,-1.3117494817107689,0.8100039143635226,1.1766665425963103,-1.6298843856513425,-1.6200241534516606,-1.6019347361399778,-1.2448226210820437,1.3155312569352962,1.4907470424069804,0.2839828020548036,70.823,2.5578320852216145,0.775161148960557,0.9972825738188583,-0.6388926105961078,1.9008200530990451,1.8225971502220928,1.204826492741671,0.9881658950156487,-1.8664387215001204,1.3188280956675726,-0.61839793876293,0.7303440551065713,0.4948995834459975,-0.7635890116566738,-1.2990820671231789,0.47547164868149566,-0.5513787298156362,0.588845543402193,-0.540397753188574,-0.058423002372294176
1996,-1.3080340858683905,-1.1184986232655905,0.8100039143635226,1.1766665425963103,-1.4046337511686067,-1.321942692658589,-1.334310237364616,-1.0491299819599755,1.1589722882968552,1.2706203257267044,-0.5742763330441435,71.227,-1.1342277090720239,0.775161148960557,0.9972825738188583,-1.514450378735412,-1.54363045397017,-1.540335100265611,-1.239671307882143,1.1389029305756355,1.4378490891556486,0.3482425124846233,0.109338630791994,0.425561430839996,0.004133577872755946,0.13153098008991845,1.5134771918530099,0.47547164868149566,0.09423314846662788,-0.07767651938518703,1.6889744264521394,-1.0132749741790203
1997,-0.9859419867069678,-0.9237784568532599,0.8100039143635226,1.1766665425963103,-1.1048337179425525,-1.0258064331555672,-1.0603884592814075,-0.8697450627647468,1.1589722882968552,1.0358184946010764,-1.2558350579756632,71.601,-0.980009684279757,0.775161148960557,0.9972825738188583,-1.288116344311844,-1.267392471198871,-1.2891326497416487,-1.0466846394118419,0.9881658950156487,1.2304670089889684,-0.5684216494103844,-0.3256205844109971,0.425561430839996,0.004133577872755946,0.4229078021997634,1.1551150918918984,0.44217079513665397,0.008171076411772562,0.16557956685040562,1.4542566194439757,-0.8480864834317176
1998,-0.6877676176813059,-0.7462414751473393,0.8100039143635226,1.1766665425963103,-0.7585176762567521,-0.7275740958360252,-0.74622913539386,-0.8534373428379074,1.106785965504353,0.7716664345847447,-1.382049636666682,71.952,-0.8246191225356295,0.775161148960557,0.9972825738188583,-0.9868743469421395,-0.9929571449195851,-1.0320193352982634,-0.869780193314066,0.9881658950156487,1.0092594568111763,-1.2963608367975994,-1.1791425830439284,0.425561430839996,0.004133577872755946,0.5995784663107835,0.9135803315986567,1.247745299365955,-0.57530975266064,0.08258631582092957,1.0373338789717894,-0.2709947347395243
1999,-0.4079301750930482,-0.5587303723194594,0.8100039143635226,1.1766665425963103,-0.3937190163945383,-0.43155198113967236,-0.41698985934872934,-0.8371296229110687,1.080692803977636,0.492839260123062,-1.1801063107610474,72.288,-0.6829410836045119,0.775161148960557,0.9972825738188583,-0.6388926105961078,-0.7165793418883851,-0.7371375424256877,-0.8536979709415404,0.9379202165793967,0.7604009606111596,-1.4311643900174504,-1.2336248594062733,0.425561430839996,0.004133577872755946,0.6634028284525664,0.6066294950451316,1.372053273225803,-0.5754831159522149,0.12375490487077648,0.7253079132030326,0.07814829136494894
2000,-0.1400515975726652,-0.33121313575514255,0.707498040321143,-1.002031283520416,-0.038471128639363424,-0.089397702098207,-0.10114361640542685,-0.8208219029842302,-1.0328552377191709,0.21401208566137928,1.293699431582971,72.675,-0.5333034978395894,0.775161148960557,0.9972825738188583,-0.2723393592433175,-0.44224979585807633,-0.4281011375758704,-0.8376157485690158,0.9127973772356563,0.49771699240003175,-1.2154787048656839,-0.61839793876293,0.2611963841887749,-3.2266015356615223,0.6170019131193247,1.2347841199228486,0.8144666600057776,-0.575655412392768,-3.2356648331606883,0.5404456182706189,2.4845608136538857
2001,0.1684871211784919,-0.09261057436346773,-0.7159422257956407,-0.9865968206023659,0.3304447666827051,0.16483291062414873,0.20393320139196716,0.059794973065075516,-1.0850416103496596,-0.10884043213635876,-0.3470900914003074,73.034,-0.35174022246041464,0.6276846059642509,-1.1163574429749221,0.08461718314654255,-0.1251686610987575,-0.13163593883955535,-0.821533526196491,-1.122154494826987,0.23503302418890393,1.42667093824345,-0.754900211334744,-1.866332100512909,0.1441845534876638,0.6610932530927608,-0.6332251200869329,0.3581716567413388,2.373772136748895,0.041817585402515005,-0.21997169101535705,-1.7710884835662635
2002,0.45470262513629034,0.19752906443508156,-0.026409655025799273,-0.9312840282492172,0.7117241647541961,0.46095850607950695,0.49667077520099134,0.7773346498459919,-0.9806688650886821,-0.4316929499340968,-0.27136134418569163,73.385,-0.16133063761172306,-1.4202375406422476,-1.1013838665246916,0.4553074728452653,0.11043187383651432,0.15472067118471747,0.046906481919864344,-1.1724002212479083,-0.06912736005556001,-0.3257752536146501,-0.10034790572586876,1.603511898909494,0.4884723549526454,0.6992745322385893,-0.05511472557211866,-0.10080211880978082,1.4692675628622247,0.416032807413594,-0.540397753188574,-0.058423002372294176
2003,0.734540067724548,0.5464119234157827,0.15727204419527885,-0.865460422893574,1.0405487485546157,0.7592398190254234,0.7736689655048103,1.3317971273585174,-0.9284824924581935,-0.7398703532864834,-0.1703896812328743,73.727,0.07020655901163506,-0.4281980036841039,-1.0477227621912828,0.8384207306892704,0.3848573175320025,0.4294952013109412,0.7545242663109692,-1.0719087684060657,-0.373287744300024,-0.24489312168273464,0.5112508822986183,0.7303440551065713,0.5162775519431295,0.4896069569615187,-0.2070061079207501,-0.6019590548153669,0.8233689287416505,0.287910773946299,-0.7002176996173084,-0.03243803127510524
2004,1.007202191272081,0.9300228464522532,-0.5382219292192347,-0.788540656766025,1.2521002010633417,1.0138972776594655,1.0189623036633437,1.1850276480169666,-0.7458301882514828,-1.0627228710842214,0.7131123696042744,74.085,0.34862201252511005,-0.16393273824563298,-0.9838647068604492,1.1688268795558732,0.661280507244409,0.6894961523203941,1.3013198269768222,-1.0216630419851445,-0.6636226565333762,-0.13705027910685139,0.5410146525925736,-0.7197132954047082,0.5325368539520673,0.03805257099031595,-1.087283359371003,-1.4052673826811954,-0.9879976615534851,0.588845543402193,-1.3399134595782418,0.7754307773070676
2005,1.2926204375586727,1.408718945389404,-1.1896271161644787,-0.701834537592491,1.2815602052598967,1.2685966025547597,1.256090065741516,1.2339508077974826,-0.615364256675261,-1.3415500455459046,1.1927277686301594,74.404,0.6547511511762858,-1.1645490232356193,-0.9092418317555581,1.3813958423222608,0.8972766087247613,0.9197377330597851,1.1565798256240967,-0.8458029995119197,-0.9677830407778402,0.8065745934321241,1.4216128348878188,-0.6788430922855176,0.5280753720537151,-0.6523640468885394,-1.2075010599952058,-1.6773842455383934,-0.5102579767929094,0.45628422107553457,-1.0961361219909322,0.34752763756636407
2006,1.5469456346688013,2.0001393397225082,-2.444588730128884,-0.6075849633574604,0.7136815897383844,1.5487719423964352,1.5116707324313616,1.087181328455932,-0.432711952468551,-1.591026991116884,1.6975860833942402,74.789,1.0367601494690064,-2.101734193919883,-0.8251248326062446,1.4109975418657643,1.1333115084971095,1.1423147960486981,1.204826492741671,-0.7201886834596165,-1.2304670089889684,1.3188280956675726,2.2472150208766557,-1.7627536284682614,0.5056209543352799,-2.9064962449103255,-0.9343737902423545,-1.4001381799937918,-0.9927302040635175,0.5616840903614354,-1.0092839777625817,0.3670611920439535
